Name,URL,Position,HallOfFame,TotalYears,LastYear,Active,MVP,Pro Bowl,All-Pro,SB Champ,AP PoY
Greg Best,/B/BestGr20.htm,DB,0,2,1984,False,0,0,0,0,0
Antoine Bethea,/B/BethAn20.htm,DB,0,14,2019,True,0,3,0,1,0
Bobby Bethune,/B/BethBo20.htm,DB,0,1,1962,False,0,0,0,0,0
Randy Beverly,/B/BeveRa20.htm,DB,0,5,1971,False,0,0,0,1,0
Terreal Bierria,/B/BierTe20.htm,DB,0,3,2004,False,0,0,0,0,0
Atari Bigby,/B/BigbAt20.htm,DB,0,8,2012,False,0,0,0,1,0
E.J. Biggers,/B/BiggE.99.htm,DB,0,6,2015,False,0,0,0,0,0
Lewis Billups,/B/BillLe20.htm,DB,0,7,1992,False,0,0,0,0,0
Brandon Bing,/B/BingBr00.htm,DB,0,1,2012,False,0,0,0,0,0
Darnell Bing,/B/BingDa00.htm,DB,0,2,2009,False,0,0,0,0,0
Terry Billups,/B/BillTe20.htm,DB,0,2,1999,False,0,0,0,0,0
Rodger Bird,/B/BirdRo20.htm,DB,0,3,1968,False,0,0,0,0,0
Cory Bird,/B/BirdCo20.htm,DB,0,4,2004,False,0,0,0,0,0
Craig Birdsong,/B/BirdCr20.htm,DB,0,1,1987,False,0,0,0,0,0
Blaine Bishop,/B/BishBl00.htm,DB,0,10,2002,False,0,4,0,0,0
Stan Black,/B/BlacSt20.htm,DB,0,1,1977,False,0,0,0,0,0
Harold Blackmon,/B/BlacHa20.htm,DB,0,2,2002,False,0,0,0,0,0
Richard Blackmore,/B/BlacRi20.htm,DB,0,5,1983,False,0,0,0,0,0
Robert Blackmon,/B/BlacRo20.htm,DB,0,9,1998,False,0,0,0,0,0
Will Blackmon,/B/BlacWi20.htm,DB,0,11,2016,False,0,0,0,1,0
Roosevelt Blackmon,/B/BlacRo21.htm,DB,0,2,1999,False,0,0,0,0,0
Kory Blackwell,/B/BlacKo20.htm,DB,0,1,1998,False,0,0,0,0,0
Hal Blackwell,/B/BlacHa21.htm,HB-DB,0,1,1945,False,0,0,0,0,0
Lyle Blackwood,/B/BlacLy20.htm,DB,0,14,1986,False,0,0,0,0,0
Glenn Blackwood,/B/BlacGl20.htm,DB,0,9,1987,False,0,0,0,0,0
Bennie Blades,/B/BladBe00.htm,DB,0,10,1997,False,0,1,0,0,0
